brand,model,price,type,height,weight,firmness,trial,I_trial,I_firmness,I_weight,I_height
Zinus,"8"" Memory Foam",228.0,Foam,8.0,48.4,7.0,100.0,0,0,0,0
Zinus,"10"" iCoil",230.0,Innerspring,10.0,81.9,6.0,100.0,0,0,0,0
Zinus,"6"" Memory Foam",145.0,Foam,6.0,28.2,8.0,100.0,0,0,0,0
Zoma,Zoma Sports Mattress,850.0,Foam,11.0,70.0,5.5,100.0,0,0,0,0
Zoned by Brooklyn Bedding,Zoned Mattress,1249.0,Hybrid,13.0,110.0,5.0,120.0,0,0,0,0
Zotto,Zotto Mattress,875.0,Foam,10.0,97.0,6.5,100.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,11.5,120.0,4.0,120.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,14.5,120.0,4.0,120.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,11.5,120.0,6.0,120.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,14.5,120.0,6.0,120.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,11.5,120.0,7.5,120.0,0,0,0,0
Saatva,Saatva Mattress,1299.0,Innerspring,14.5,120.0,7.5,120.0,0,0,0,0
Plushbeds,Botanical Bliss,1499.0,Latex,9.0,121.0,5.5,100.0,0,0,0,0
Plushbeds,Botanical Bliss,1799.0,Latex,10.0,129.0,5.5,100.0,0,0,0,0
Plushbeds,Botanical Bliss,2199.0,Latex,12.0,172.0,5.5,100.0,0,0,0,0
Plushbeds,Botanical Bliss,1499.0,Latex,9.0,121.0,7.5,100.0,0,0,0,0
Plushbeds,Botanical Bliss,1799.0,Latex,10.0,129.0,7.5,100.0,0,0,0,0
Plushbeds,Botanical Bliss,2199.0,Latex,12.0,172.0,7.5,100.0,0,0,0,0
Novosbed,Novosbed,999.0,Foam,11.0,,3.5,120.0,0,0,1,0
Novosbed,Novosbed,999.0,Foam,11.0,103.0,5.0,120.0,0,0,0,0
Novosbed,Novosbed,999.0,Foam,11.0,,6.5,120.0,0,0,1,0
Sleep On Latex,Pure Green Standard,795.0,Latex,9.0,85.0,3.5,100.0,0,0,0,0
Sleep On Latex,Pure Green Standard,795.0,Latex,9.0,125.0,5.5,100.0,0,0,0,0
Sleep On Latex,Pure Green Standard,795.0,Latex,9.0,143.0,7.5,100.0,0,0,0,0
Purple,Hybrid Premier,2699.0,Hybrid,13.0,168.0,4.5,101.0,0,0,0,0
Purple,Hybrid Premier,2199.0,Hybrid,12.0,145.0,5.5,101.0,0,0,0,0
Latex For Less,Latex For Less Mattress,999.0,Latex,9.0,145.0,6.25,120.0,0,0,0,0
Latex For Less,Latex For Less Mattress,899.0,Latex,7.0,100.0,6.25,120.0,0,0,0,0
Avocado Green Mattress,Avocado Green,1399.0,Hybrid,11.0,97.0,7.0,365.0,0,0,0,0
Avocado Green Mattress,Avocado Green,1799.0,Hybrid,13.0,132.0,6.5,365.0,0,0,0,0
Avocado Green Mattress,Avocado Vegan Mattress,1399.0,Hybrid,11.0,97.0,6.5,100.0,0,0,0,0
Avocado Green Mattress,Avocado Vegan Mattress,1799.0,Hybrid,13.0,132.0,5.0,100.0,0,0,0,0
Brentwood Home,Cypress,599.0,Foam,11.0,50.0,7.0,120.0,0,0,0,0
Brentwood Home,Cypress,799.0,Foam,13.0,53.0,5.0,120.0,0,0,0,0
Brentwood Home,Cypress Hybrid,799.0,Hybrid,11.0,90.0,7.0,120.0,0,0,0,0
Brentwood Home,Cypress Hybrid,999.0,Hybrid,13.0,92.0,5.0,120.0,0,0,0,0
Ikea,Haugesund,249.0,Innerspring,9.875,59.5,6.0,365.0,0,0,0,0
Ikea,Haugesund,249.0,Innerspring,9.875,66.125,8.0,365.0,0,0,0,0
Ikea,Haugsvar,399.0,Innerspring,11.0,74.9375,5.5,365.0,0,0,0,0
Ikea,Haugsvar,399.0,Innerspring,11.0,72.75,7.5,365.0,0,0,0,0
Ikea,Hesstun,499.0,Innerspring,12.625,103.625,5.0,365.0,0,0,0,0
Ikea,Hesstun,499.0,Innerspring,12.625,116.875,8.0,365.0,0,0,0,0
Ikea,Morgedal,299.0,Foam,7.1,46.3125,6.0,365.0,0,0,0,0
Ikea,Morgedal,299.0,Foam,7.1,46.3125,8.0,365.0,0,0,0,0
Linenspa,8-Inch Memory Foam Hybrid,244.99,Innerspring,8.0,55.0,6.5,30.0,0,0,0,0
Linenspa,10-Inch Memory Foam Hybrid,324.99,Innerspring,10.0,72.0,6.5,30.0,0,0,0,0
Lucid,6″ Gel Memory Foam,169.0,Foam,6.0,28.9,7.5,30.0,0,0,0,0
Lucid,8″ Gel Memory Foam,219.99,Foam,8.0,47.5,6.5,30.0,0,0,0,0
Lucid,10″ Gel Memory Foam,234.99,Foam,10.0,55.0,6.5,30.0,0,0,0,0
Lucid,10″ Plush Memory Foam,229.99,Foam,10.0,60.0,4.5,30.0,0,0,0,0
Lucid,12″ Plush Gel Memory Foam,354.99,Foam,12.0,73.2,4.5,30.0,0,0,0,0
Lucid,14″ Plush Memory Foam,450.0,Foam,14.0,92.0,3.5,30.0,0,0,0,0
Luft,The Luft Bed,1399.0,Hybrid,13.5,125.0,4.0,100.0,0,0,0,0
Luft,The Luft Bed,1399.0,Hybrid,13.5,125.0,6.0,100.0,0,0,0,0
Luft,The Luft Bed,1399.0,Hybrid,13.5,125.0,7.0,100.0,0,0,0,0
Nest Bedding,Natural Hybrid Latex,1599.0,Latex,12.0,100.0,4.0,100.0,0,0,0,0
Nest Bedding,Natural Hybrid Latex,1599.0,Latex,12.0,100.0,5.5,100.0,0,0,0,0
Nest Bedding,Natural Hybrid Latex,1599.0,Latex,12.0,100.0,7.5,100.0,0,0,0,0
PlushBeds,Natural Bliss,1199.0,Latex,6.0,,3.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1199.0,Latex,6.0,,5.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1199.0,Latex,6.0,,6.0,100.0,0,0,1,0
PlushBeds,Natural Bliss,1374.0,Latex,6.0,,7.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1499.0,Latex,8.0,,3.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1499.0,Latex,8.0,,5.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1499.0,Latex,8.0,,6.0,100.0,0,0,1,0
PlushBeds,Natural Bliss,1774.0,Latex,8.0,,7.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1899.0,Latex,10.0,,3.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1899.0,Latex,10.0,,5.5,100.0,0,0,1,0
PlushBeds,Natural Bliss,1899.0,Latex,10.0,,6.0,100.0,0,0,1,0
Sealy,Sealy Response Essentials,390.11,Innerspring,8.5,41.0,6.5,,1,0,0,0
Sealy,Sealy Response Essentials,423.54,Innerspring,10.0,47.0,6.5,,1,0,0,0
Sealy,Sealy Response Essentials,449.99,Innerspring,11.0,46.0,6.5,,1,0,0,0
Sealy,Sealy Response Essentials,479.0,Innerspring,11.5,56.0,3.5,,1,0,0,0
Sealy,Sealy Response Essentials,595.47,Innerspring,13.0,50.0,3.5,,1,0,0,0
Sealy,Sealy Response Performance,419.99,Innerspring,12.0,39.0,3.5,,1,0,0,0
Sealy,Sealy Response Performance,663.2,Innerspring,12.0,50.0,6.5,,1,0,0,0
Sealy,Sealy Response Performance,539.99,Innerspring,13.0,51.0,3.5,,1,0,0,0
Sealy,Sealy Response Performance,462.55,Innerspring,13.0,51.0,6.5,,1,0,0,0
Sealy,Sealy Response Performance,839.99,Innerspring,14.0,55.0,5.0,,1,0,0,0
Sealy,Sealy Response Performance,636.48,Innerspring,14.0,65.0,3.5,,1,0,0,0
Sealy Posturepedic,Sealy Response Premium,999.0,Innerspring,14.0,77.0,5.0,,1,0,0,0
Sealy Posturepedic,Sealy Response Premium,1002.39,Innerspring,14.0,77.0,3.5,,1,0,0,0
Sealy Posturepedic,Sealy Response Premium,1059.99,Innerspring,16.0,80.0,3.5,,1,0,0,0
Sealy Posturepedic,Sealy Response Premium,941.01,Innerspring,13.0,66.0,5.0,,1,0,0,0
Sealy Posturepedic,Sealy Response Premium,1018.43,Innerspring,16.0,80.0,5.0,,1,0,0,0
Beautyrest Black,Mariela Luxury Firm,2599.0,Innerspring,15.0,114.0,6.0,100.0,0,0,0,0
Tempur-Pedic,TEMPUR-breeze,4499.0,Foam,13.0,108.9,3.0,90.0,0,0,0,0
Tempur-Pedic,TEMPUR-breeze,4499.0,Foam,13.0,110.2,7.0,90.0,0,0,0,0
Voila,Voila Mattress,1199.0,Hybrid,12.0,130.0,4.0,100.0,0,0,0,0
Voila,Voila Mattress,1199.0,Hybrid,11.0,130.0,6.0,100.0,0,0,0,0
Voila,Voila Mattress,1199.0,Hybrid,10.0,130.0,8.0,100.0,0,0,0,0
Yaasa,Yaasa Mattress,1299.0,Hybrid,12.0,,4.0,100.0,0,0,1,0
Yaasa,Yaasa Mattress,1299.0,Hybrid,12.0,,6.5,100.0,0,0,1,0
